gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
CA8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CABP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CABP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CACNA1A	GOF;LOF	1	1	1	1	6	GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	1	0	0	OMIM:108500
CACNA1B	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CACNA1C	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CACNA1D	GOF;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
CACNA1E	GOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CACNA1F	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CACNA1G	GOF;LOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
CACNA1H	GOF	0	0	0	0	0			0	0	0	
CACNA1I	GOF	0	0	0	0	0			0	0	0	
CACNA1S		0	0	0	0	0			1	0	0	OMIM:170400
CACNA2D4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CACNB4	LOF	0	0	0	0	0			1	1	1	OMIM:613855
CAD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CADM1	GOF	0	0	0	0	0			0	0	0	
CAMK2A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CAMK2B	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CAMK2D	GOF	0	0	0	0	0			0	0	0	
CAMK2G	GOF	0	0	0	0	0			0	0	0	
CAMK4	GOF	0	0	0	0	0			0	0	0	
CAMTA1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CANT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CAPN1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CAPN10	LOF	0	0	0	0	0			0	0	0	
CAPN15	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CAPN5	GOF	0	0	0	0	0			0	0	0	
CAPRIN1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CARD11	GOF;LOF	0	0	0	0	0			0	0	0	
CARD14	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CARD8	LOF	0	0	0	0	0			0	0	0	
CARS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CARS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CASK	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CASP10	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
CASP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CASP8	GOF	0	0	0	0	0			0	0	0	
CASQ2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CASR	GOF;LOF	1	1	0	0	4	GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
CAST	LOF	0	0	0	0	0			0	0	0	
CAV1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:615343
CAV3	GOF	0	0	0	0	0			0	0	0	
CBL	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CBS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CBX1	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
CBX2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CBY1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CC2D1A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CC2D2A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCBE1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC22	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CCDC32	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC39	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC40	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC47	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC65	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC78	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC88A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCDC88C	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
CCL5	GOF	0	0	0	0	0			0	0	0	
CCM2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:116860
CCNA2	LOF	0	0	0	0	0			0	0	0	
CCND2	GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
CCND3	GOF	0	0	0	0	0			0	0	0	
CCNK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCNO	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CCNQ	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCT3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CCT4	LOF	0	0	0	0	0			0	0	0	
CCT5	LOF	0	0	0	0	0			0	0	0	
CCT6A	LOF	0	0	0	0	0			0	0	0	
CD151	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CD28	GOF	0	0	0	0	0			0	0	0	
CD40	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CD96	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDC14A	LOF	0	0	0	0	0			0	0	0	
CDC42BPB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDC45	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CDC6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CDC73	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
CDH1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CDH11	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CDH15	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDH23	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:617540
CDH3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDHR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDK10	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDK16	LOF	0	0	0	0	0			0	0	0	
CDK4	GOF;LOF	0	0	0	0	0			0	0	0	
CDK5RAP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDKL2	LOF	0	0	0	0	0			0	0	0	
CDKL5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDKN1B	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CDKN1C	GOF;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
CDKN2A	LOF	0	0	0	0	0			0	0	0	
CDSN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CDT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CEBPA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEBPE	GOF;LOF	0	0	0	0	0			0	0	0	
CELA3B	GOF	0	0	0	0	0			0	0	0	
CELF2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CELF4	LOF	0	0	0	0	0			0	0	0	
CELSR1	GOF;LOF	0	0	0	0	0			0	0	0	
CELSR3	LOF	0	0	0	0	0			0	0	0	
CENPF	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CENPJ	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP104	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP120	LOF	0	0	0	0	0			0	0	0	
CEP135	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP152	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP164	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP19	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CEP290	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP41	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
CEP55	LOF	0	0	0	0	0			0	0	0	
CEP57	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP63	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP78	LOF	0	0	0	0	0			0	0	0	
CEP83	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CEP85L	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CERKL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CERT1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CETP	GOF;LOF	0	0	0	0	0			0	0	0	
CFAP298	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CFAP300	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CFAP410	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CFAP418	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CFAP43	LOF	0	0	0	0	0			0	0	0	
CFAP44	LOF	0	0	0	0	0			0	0	0	
CFB	GOF	0	0	0	0	0			0	0	0	
CFC1	LOF	0	0	0	0	0			1	1	1	OMIM:605376
CFTR	GOF;LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CHAMP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHAT	LOF	0	0	0	0	0			0	0	0	
CHCHD10	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CHD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHD4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHD5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHD6	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CHD7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHD8	LOF	0	0	0	0	0			0	0	0	
CHEK2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHMP1A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHMP4B	GOF	0	0	0	0	0			0	0	0	
CHN1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CHRDL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHRM3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CHRNA1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHRNA2	GOF	0	0	0	0	0			1	1	1	OMIM:610353
CHRNA3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHRNA4	GOF	1	1	1	1	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	1	0	0	OMIM:600513
CHRNA7	GOF	0	0	0	0	0			1	1	1	OMIM:612001
CHRNB1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	GOF;LOF	0	0	0	
CHRNB2	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CHRNB4	GOF	0	0	0	0	0			0	0	0	
CHRND	GOF;LOF	0	0	0	0	0			0	0	0	
CHRNE	GOF;LOF	0	0	0	0	0			0	0	0	
CHRNG	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHST14	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CHST3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CHST6	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CHST8	LOF	0	0	0	0	0			0	0	0	
CHSY1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CHUK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CIAO1	LOF	0	0	0	0	0			0	0	0	
CIB2	LOF	0	0	0	0	0			0	0	0	
CIC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CIDEC	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CISD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CITED2	GOF	0	0	0	0	0			0	0	0	
CKAP2L	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CLCN1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CLCN2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:605635
CLCN3	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLCN5	LOF	0	0	0	0	0			0	0	0	
CLCN6	GOF	0	0	0	0	0			0	0	0	
CLCN7	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLCNKA	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CLCNKB	GOF;LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
CLDN1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CLDN14	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLDN16	LOF	0	0	0	0	0			0	0	0	
CLDN2	GOF	0	0	0	0	0			0	0	0	
CLIP1	LOF	0	0	0	0	0			0	0	0	
CLMP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CLN3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLN5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLN6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLN8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLP1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CLPB	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
CLRN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLTC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CLUAP1	LOF	0	0	0	0	0			0	0	0	
CMPK2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CNBP	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
CNGA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNGA3	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CNGB1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNGB3	GOF;LOF	1	1	0	0	1	G2P_DDG2P	GOF;LOF	0	0	0	
CNKSR1	LOF	0	0	0	0	0			0	0	0	
CNKSR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNNM2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNNM4	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CNOT2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNOT3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNOT9	LOF	0	0	0	0	0			0	0	0	
CNPY3	LOF	0	0	0	0	0			0	0	0	
CNTNAP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CNTNAP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COA5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COA8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COASY	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COG2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
COG4	GOF;LOF	1	1	0	0	2	G2P_DDG2P	GOF;LOF	0	0	0	
COG5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COG7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COG8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL10A1	DOMINANT_NEGATIVE;GOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
COL11A1	DOMINANT_NEGATIVE;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
COL11A2	DOMINANT_NEGATIVE;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
COL12A1	GOF;LOF	1	0	0	0	2	Orphadata	GOF;LOF	0	0	0	
COL13A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL17A1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
COL18A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL1A1	DOMINANT_NEGATIVE	1	1	0	0	3	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
COL1A2	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COL25A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL27A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL2A1	DOMINANT_NEGATIVE;LOF	1	1	0	0	4	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COL3A1	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
COL4A1	DOMINANT_NEGATIVE	1	1	1	1	1	G2P_DDG2P	DOMINANT_NEGATIVE	1	0	0	OMIM:175780
COL4A2	DOMINANT_NEGATIVE;GOF	1	1	1	1	1	G2P_DDG2P	DOMINANT_NEGATIVE	1	0	0	OMIM:614483
COL4A3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL4A4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL4A5	LOF	0	0	0	0	0			0	0	0	
COL5A1	LOF	0	0	0	0	0			0	0	0	
COL5A2	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
COL6A2	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COL6A3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COL7A1	DOMINANT_NEGATIVE;LOF	1	1	0	0	11	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
COL9A1	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COL9A2	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COL9A3	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
COLEC10	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COLEC11	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
COMP	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
COPB2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COQ2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COQ4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COQ7	LOF	0	0	0	0	0			0	0	0	
COQ8A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COQ8B	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
COQ9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX14	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX15	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX16	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX18	LOF	0	0	0	0	0			0	0	0	
COX5A	LOF	0	0	0	0	0			0	0	0	
COX6A1	LOF	0	0	0	0	0			0	0	0	
COX6B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX7B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
COX8A	LOF	0	0	0	0	0			0	0	0	
CP	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CPA6	GOF;LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CPAMD8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CPLANE1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CPN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CPOX		0	0	0	0	0			1	0	0	OMIM:121300
CPS1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CPT1A	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CRADD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRB1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
CRB2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CRBN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CREB1	GOF	0	0	0	0	0			0	0	0	
CREBBP	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRELD1	GOF;LOF	0	0	0	0	0			0	0	0	
CRIM1	LOF	0	0	0	0	0			0	0	0	
CRLF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRLF2	GOF	0	0	0	0	0			0	0	0	
CRPPA	LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	LOF	0	0	0	
CRX	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRY1	GOF	0	0	0	0	0			0	0	0	
CRYAA	GOF;LOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
CRYAB	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
CRYBA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYBA4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYBB1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYBB2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYGC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYGD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CRYGS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CSDE1	LOF	0	0	0	0	0			0	0	0	
CSF1R	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CSF2	GOF	0	0	0	0	0			0	0	0	
CSF3R	GOF;LOF	0	0	0	0	0			0	0	0	
CSNK2A1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
CSNK2B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CSPP1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
CSRP3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CSTA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CSTB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTBP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTC1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
CTCF	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTDP1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CTH	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CTLA4		0	0	0	0	0			1	0	0	OMIM:616100
CTNNA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTNNB1	GOF;LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	GOF;LOF	1	0	0	OMIM:155255
CTNND1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CTNND2	LOF	0	0	0	0	0			0	0	0	
CTNS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTPS1	LOF	0	0	0	0	0			0	0	0	
CTR9	DOMINANT_NEGATIVE;LOF	0	0	0	0	0			0	0	0	
CTSA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTSC	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CTSD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CTSK	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
CTU2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CUL3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CUL4B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CUL7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CUX1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CWC27	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CXCR4	DOMINANT_NEGATIVE;GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	DOMINANT_NEGATIVE;GOF	0	0	0	
CYB5R3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYBA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYBB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYBC1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CYCS	GOF	0	0	0	0	0			0	0	0	
CYFIP2	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
CYLD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYP11A1	LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
