urn	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000157-a-2	-2.746627680361569	-1.1236646143458309	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000157-a-2.scores.csv
urn:mavedb:00000158-0-1	-0.459380752848772	1.8732682230686466	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000158-0-1.scores.csv
urn:mavedb:00000158-a-1	-1.3797328987539186	-0.00021867435912870103	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000158-a-1.scores.csv
urn:mavedb:00000158-a-2	-2.1619053944595334	-0.8286692346239874	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000158-a-2.scores.csv
urn:mavedb:00000159-0-1	0.6524326428074931	1.9693804746507277	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000159-0-1.scores.csv
urn:mavedb:00000159-a-1	-0.464059683482217	0.4255193005454226	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000159-a-1.scores.csv
urn:mavedb:00000159-a-2	-1.678329805416571	-1.0240460282280837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000159-a-2.scores.csv
urn:mavedb:00000160-0-1	3.560212368823027	6.59501215727747	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000160-0-1.scores.csv
urn:mavedb:00000160-a-1	1.5310145783534217	2.752803085628135	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000160-a-1.scores.csv
urn:mavedb:00000160-a-2	0.31855815287474687	1.9118974709051368	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000160-a-2.scores.csv
urn:mavedb:00000161-0-1	1.317219302402007	2.4136819726398615	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000161-0-1.scores.csv
urn:mavedb:00000161-a-1	-0.37140131799109055	0.5034986875976394	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000161-a-1.scores.csv
urn:mavedb:00000161-a-2	-1.4079167590787118	-0.652528548402812	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000161-a-2.scores.csv
urn:mavedb:00000162-0-1	-0.3768397616912311	2.649390192439885	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000162-0-1.scores.csv
urn:mavedb:00000162-a-1	-1.2912091631496074	0.7078529156792083	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000162-a-1.scores.csv
urn:mavedb:00000162-a-2	-2.3942429669000727	-0.6340107666865521	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000162-a-2.scores.csv
urn:mavedb:00000163-0-1	0.9675323724562896	8.23145091831422	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000163-0-1.scores.csv
urn:mavedb:00000163-a-1	-0.34746411050028425	3.4711379984898887	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000163-a-1.scores.csv
urn:mavedb:00000163-a-2	-0.10049232560408283	2.3575890739965244	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000163-a-2.scores.csv
urn:mavedb:00000164-0-1	-0.20965060157933513	6.149624988152308	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000164-0-1.scores.csv
urn:mavedb:00000164-a-1	-0.9149762192660869	3.4266500555470416	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000164-a-1.scores.csv
urn:mavedb:00000164-a-2	-2.4572078977323537	2.049099132058707	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000164-a-2.scores.csv
urn:mavedb:00000165-0-1	-1.4153387826527366	7.523927656784131	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000165-0-1.scores.csv
urn:mavedb:00000165-a-1	-2.05584064892777	4.255753065333788	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000165-a-1.scores.csv
urn:mavedb:00000165-a-2	-2.8518625927648635	3.117014882343696	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000165-a-2.scores.csv
urn:mavedb:00000166-0-1	-6.408010024509952	7.626268336291172	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000166-0-1.scores.csv
urn:mavedb:00000166-a-1	-2.1647430467621094	1.37551399570892	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000166-a-1.scores.csv
urn:mavedb:00000166-a-2	-2.9331944923142554	-0.10296549420172707	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000166-a-2.scores.csv
urn:mavedb:00000167-0-1	-7.8318207282405	7.360549266684168	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000167-0-1.scores.csv
urn:mavedb:00000167-a-1	-1.6911814634750109	0.1880995723730754	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000167-a-1.scores.csv
urn:mavedb:00000167-a-2	-2.5370415436928884	-1.1405062058430802	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000167-a-2.scores.csv
urn:mavedb:00000168-0-1	0.3435547770180909	5.531240766383575	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000168-0-1.scores.csv
urn:mavedb:00000168-a-1	-1.2624595950067463	2.466726599277651	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000168-a-1.scores.csv
urn:mavedb:00000168-a-2	-2.0838871933963823	1.5580683620993352	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000168-a-2.scores.csv
urn:mavedb:00000169-0-1	-1.086041761913184	7.015722950459229	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000169-0-1.scores.csv
urn:mavedb:00000169-a-1	-1.3838775680037352	3.508626882756579	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000169-a-1.scores.csv
urn:mavedb:00000169-a-2	-3.2500933845749795	2.48239999300717	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000169-a-2.scores.csv
urn:mavedb:00000170-0-1	-0.6921550515199453	3.682060711012797	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000170-0-1.scores.csv
urn:mavedb:00000170-a-1	-1.3367115696673462	1.4731276102824429	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000170-a-1.scores.csv
urn:mavedb:00000170-a-2	-2.7032695471242407	0.03763966656997364	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000170-a-2.scores.csv
urn:mavedb:00000171-0-1	0.13146980082751325	4.146719289798915	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000171-0-1.scores.csv
urn:mavedb:00000171-a-1	-0.7217432430492887	1.8465867762705535	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000171-a-1.scores.csv
urn:mavedb:00000171-a-2	-2.4268800333190654	0.5149751905487928	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000171-a-2.scores.csv
urn:mavedb:00000172-0-1	3.587113561687649	6.514971592491892	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000172-0-1.scores.csv
urn:mavedb:00000172-a-1	1.722426425964306	2.57158316022966	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000172-a-1.scores.csv
urn:mavedb:00000172-a-2	0.3221817177921421	1.8846070048804102	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000172-a-2.scores.csv
urn:mavedb:00000173-0-1	0.2261504720398957	4.825948653871187	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000173-0-1.scores.csv
urn:mavedb:00000173-a-1	-0.6536239251398914	2.2064679282507083	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000173-a-1.scores.csv
urn:mavedb:00000173-a-2	-2.380858901182981	1.0008457015853724	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000173-a-2.scores.csv
urn:mavedb:00000174-0-1	0.06396438610057609	3.837882425975658	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000174-0-1.scores.csv
urn:mavedb:00000174-a-1	-0.8747883547251041	1.656438133017819	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000174-a-1.scores.csv
urn:mavedb:00000174-a-2	-2.449180787703815	0.24960174885103203	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000174-a-2.scores.csv
urn:mavedb:00000175-0-1	-4.918102502169165	8.773785578345509	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000175-0-1.scores.csv
urn:mavedb:00000175-a-1	-2.6262856989240846	3.353321831041543	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000175-a-1.scores.csv
urn:mavedb:00000175-a-2	-4.742153997727582	2.5800842089977083	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000175-a-2.scores.csv
urn:mavedb:00000176-0-1	-0.2897098332037893	4.013624603422848	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000176-0-1.scores.csv
urn:mavedb:00000176-a-1	-1.153161511172775	1.7166784382270492	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000176-a-1.scores.csv
urn:mavedb:00000176-a-2	-2.6396327763335155	0.3056169880759052	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000176-a-2.scores.csv
urn:mavedb:00000177-0-1	0.7314803975843724	3.5408560940531264	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000177-0-1.scores.csv
urn:mavedb:00000177-a-1	-0.4453068055468211	1.2240823692621938	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000177-a-1.scores.csv
urn:mavedb:00000177-a-2	-2.006958545833538	0.14135600160367723	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000177-a-2.scores.csv
urn:mavedb:00000178-0-1	-0.4691261044991374	2.4329688779646093	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000178-0-1.scores.csv
urn:mavedb:00000178-a-1	-1.3878006988793192	0.5749646451389777	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000178-a-1.scores.csv
urn:mavedb:00000178-a-2	-2.2978226402562054	-0.9075623950809039	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000178-a-2.scores.csv
urn:mavedb:00000179-0-1	-0.8310091428049622	3.4251101990794393	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000179-0-1.scores.csv
urn:mavedb:00000179-a-1	-1.5290459321148733	0.4439662517720063	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000179-a-1.scores.csv
urn:mavedb:00000179-a-2	-2.2229673643869416	0.0484750828289795	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000179-a-2.scores.csv
urn:mavedb:00000180-0-1	-2.2629797896335218	6.374311543936675	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000180-0-1.scores.csv
urn:mavedb:00000180-a-1	-2.363918802954191	3.247810243023415	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000180-a-1.scores.csv
urn:mavedb:00000180-a-2	-3.210839120867112	1.5641530433294495	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000180-a-2.scores.csv
urn:mavedb:00000181-0-1	0.5113398045824367	4.201029022932645	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000181-0-1.scores.csv
urn:mavedb:00000181-a-1	-0.8965773253124685	1.5599921545210338	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000181-a-1.scores.csv
urn:mavedb:00000181-a-2	-2.383705148795429	0.7787419676858778	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000181-a-2.scores.csv
urn:mavedb:00000182-0-1	-2.865693750676063	6.203334055865532	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000182-0-1.scores.csv
urn:mavedb:00000182-a-1	-2.402405204843944	2.691454652237342	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000182-a-1.scores.csv
urn:mavedb:00000182-a-2	-3.3030366315982946	1.1030821855420263	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000182-a-2.scores.csv
urn:mavedb:00000183-0-1	-0.39626745408692	5.54202484986003	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000183-0-1.scores.csv
urn:mavedb:00000183-a-1	-1.5506513837284053	2.6090416325841077	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000183-a-1.scores.csv
urn:mavedb:00000183-a-2	-2.575253136598426	1.6415245608584346	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000183-a-2.scores.csv
urn:mavedb:00000184-0-1	-1.4352182097760506	2.784068586517864	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000184-0-1.scores.csv
urn:mavedb:00000184-a-1	-1.7448180474583639	0.1819328321014808	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000184-a-1.scores.csv
urn:mavedb:00000184-a-2	-2.2719189935825335	-0.6321527340719627	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000184-a-2.scores.csv
urn:mavedb:00000185-0-1	-1.8105445482534153	5.0336122573328215	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000185-0-1.scores.csv
urn:mavedb:00000185-a-1	-2.4512627065033397	2.0058669406361607	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000185-a-1.scores.csv
urn:mavedb:00000185-a-2	-2.4885790371453664	1.304437079939062	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000185-a-2.scores.csv
urn:mavedb:00000186-0-1	0.8984490725178649	7.442793604391024	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000186-0-1.scores.csv
urn:mavedb:00000186-a-1	0.2414418753628118	3.232562491012721	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000186-a-1.scores.csv
urn:mavedb:00000186-a-2	-0.8538676609273552	2.527379015775132	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000186-a-2.scores.csv
urn:mavedb:00000187-0-1	-0.1487778136245872	4.5708440031420094	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000187-0-1.scores.csv
urn:mavedb:00000187-a-1	-1.0985090250903538	2.0491767668766387	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000187-a-1.scores.csv
urn:mavedb:00000187-a-2	-2.20774271238733	1.2893975858706	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000187-a-2.scores.csv
urn:mavedb:00000188-0-1	-0.9904449795630019	4.649161764823942	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000188-0-1.scores.csv
urn:mavedb:00000188-a-1	-1.639378566785102	2.0321152527950233	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000188-a-1.scores.csv
urn:mavedb:00000188-a-2	-2.6858929687185413	1.1529891073241036	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000188-a-2.scores.csv
urn:mavedb:00000189-0-1	1.4421599921309136	13.622939670220024	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000189-0-1.scores.csv
urn:mavedb:00000189-a-1	1.6596856833327198	2.6365624933367418	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000189-a-1.scores.csv
urn:mavedb:00000189-a-2	0.9847494642575106	2.5215305310915515	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000189-a-2.scores.csv
urn:mavedb:00000190-0-1	0.5738851826651046	5.011193675420628	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000190-0-1.scores.csv
urn:mavedb:00000190-a-1	-0.8353587415654664	2.0181494787610808	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000190-a-1.scores.csv
urn:mavedb:00000190-a-2	-2.133806764156857	1.2810102037659998	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000190-a-2.scores.csv
urn:mavedb:00000191-0-1	0.9777778224859834	4.752948639792665	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000191-0-1.scores.csv
urn:mavedb:00000191-a-1	-0.6952400201903237	1.7221866289873176	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000191-a-1.scores.csv
urn:mavedb:00000191-a-2	-1.836896621700077	1.0718071809547554	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000191-a-2.scores.csv
urn:mavedb:00000192-0-1	-0.4225913867389015	4.876285707684692	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000192-0-1.scores.csv
urn:mavedb:00000192-a-1	-1.217702527694661	2.3209292455092725	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000192-a-1.scores.csv
urn:mavedb:00000192-a-2	-2.239670491631255	1.2393607934236754	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000192-a-2.scores.csv
urn:mavedb:00000193-0-1	-1.6645683472620971	3.2423835317349106	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000193-0-1.scores.csv
urn:mavedb:00000193-a-1	-1.3190659491750085	1.2445036723410303	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000193-a-1.scores.csv
urn:mavedb:00000193-a-2	-2.8416939115061934	-0.3193417564090961	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000193-a-2.scores.csv
urn:mavedb:00000194-0-1	-1.7755010753093108	4.761495539037492	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000194-0-1.scores.csv
urn:mavedb:00000194-a-1	-1.9265582613276895	2.1166546272501052	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000194-a-1.scores.csv
urn:mavedb:00000194-a-2	-3.2965982861243157	0.8933832891520599	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000194-a-2.scores.csv
urn:mavedb:00000195-0-1	-2.193642192196269	4.510503578325337	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000195-0-1.scores.csv
urn:mavedb:00000195-a-1	-2.207141159758537	1.5050616705272921	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000195-a-1.scores.csv
urn:mavedb:00000195-a-2	-3.177608350320951	0.4621170558478991	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000195-a-2.scores.csv
urn:mavedb:00000196-0-1	5.970942209515264	12.245345965031653	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000196-0-1.scores.csv
urn:mavedb:00000196-a-1	1.9189328684647258	2.438466024033856	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000196-a-1.scores.csv
urn:mavedb:00000196-a-2	1.6936998252344906	2.215233053621452	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000196-a-2.scores.csv
urn:mavedb:00000197-0-1	1.2992494061401945	5.411390197491423	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000197-0-1.scores.csv
urn:mavedb:00000197-a-1	-0.38099193751491267	2.126049565112407	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000197-a-1.scores.csv
urn:mavedb:00000197-a-2	-1.520023272958194	1.4488451525020927	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000197-a-2.scores.csv
urn:mavedb:00000198-0-1	0.056719747041086954	4.351558534964307	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000198-0-1.scores.csv
urn:mavedb:00000198-a-1	-1.335985545365764	1.6095126883159074	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000198-a-1.scores.csv
urn:mavedb:00000198-a-2	-2.477895425757937	0.7248453564153797	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000198-a-2.scores.csv
urn:mavedb:00000199-0-1	-0.3759825887306232	2.6190822619525544	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000199-0-1.scores.csv
urn:mavedb:00000199-a-1	-1.6101777796828431	0.3547178275516587	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000199-a-1.scores.csv
urn:mavedb:00000199-a-2	-2.5873987215978382	-0.7236380446581036	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000199-a-2.scores.csv
urn:mavedb:00000200-0-1	1.3852165509315666	5.030534846583468	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000200-0-1.scores.csv
urn:mavedb:00000200-a-1	-0.4826089451663822	1.9658973874359529	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000200-a-1.scores.csv
